0.6	0.87403
0.652525	0.897292
0.70505	0.921286
0.73109	0.933838
0.757576	0.945401
0.810101	0.969889
0.862626	0.996529
0.863432	0.99697
0.915151	1.02332
0.967677	1.05253
0.980381	1.0601
1.0202	1.08262
1.07273	1.11422
1.08708	1.12323
1.12525	1.14617
1.17778	1.17875
1.18985	1.18636
1.2303	1.21098
1.28283	1.24369
1.29196	1.24949
1.33535	1.2765
1.38788	1.31103
1.39019	1.31263
1.4404	1.34748
1.47727	1.37576
1.49293	1.38815
1.54545	1.43405
1.55051	1.43889
1.59798	1.48669
1.61201	1.50202
1.65051	1.54633
1.66618	1.56515
1.70303	1.61087
1.71711	1.62828
1.75556	1.67586
1.76873	1.69141
1.80808	1.73641
1.8253	1.75455
1.86061	1.78972
1.89179	1.81768
1.91313	1.83559
1.96566	1.875
1.97413	1.88081
2.01818	1.90906
2.07071	1.94019
2.0773	1.94394
2.12323	1.96866
2.17576	1.99635
2.19605	2.00707
2.22828	2.02355
2.28081	2.05071
2.31743	2.0702
2.33333	2.0786
2.38586	2.10687
2.4324	2.13333
2.43838	2.13682
2.49091	2.16839
2.53373	2.19646
2.54343	2.20318
2.59596	2.24172
2.61837	2.2596
2.64848	2.28511
2.68995	2.32273
2.70101	2.33321
2.75354	2.38453
2.75488	2.38586
2.80606	2.43555
2.82017	2.44899
2.85859	2.48359
2.8921	2.51212
2.91111	2.52714
2.96364	2.56545
2.97816	2.57525
3.01616	2.5991
3.06869	2.62989
3.08397	2.63838
3.12121	2.65827
3.17374	2.68573
3.20393	2.70152
3.22626	2.71314
3.27879	2.74073
3.3226	2.76465
3.33131	2.76948
3.38384	2.79875
3.4339	2.82778
3.43636	2.82923
3.48889	2.85973
3.54141	2.89071
3.54177	2.89091
3.59394	2.92056
3.64646	2.94965
3.65509	2.95404
3.69899	2.97642
3.75152	3.00081
3.79184	3.01717
3.80404	3.02212
3.85657	3.03904
3.90909	3.05153
3.96162	3.05876
4.01414	3.05985
4.06667	3.05388
4.11919	3.03994
4.17172	3.01721
4.17178	3.01717
4.22424	2.98253
4.25797	2.95404
4.27677	2.9359
4.31638	2.89091
4.32929	2.87415
4.36126	2.82778
4.38182	2.79379
4.39815	2.76465
4.4293	2.70152
4.43434	2.68985
4.45551	2.63838
4.47804	2.57525
4.48687	2.54629
4.49686	2.51212
4.51218	2.44899
4.52447	2.38586
4.53387	2.32273
4.53939	2.27094
4.54055	2.2596
4.54475	2.19646
4.54723	2.13333
4.54855	2.0702
4.54934	2.00707
4.55022	1.94394
4.55172	1.88081
4.55429	1.81768
4.55824	1.75455
4.56369	1.69141
4.57062	1.62828
4.57877	1.56515
4.58771	1.50202
4.59192	1.47272
4.59649	1.43889
4.60445	1.37576
4.61114	1.31263
4.61598	1.24949
4.6185	1.18636
4.61844	1.12323
4.61559	1.0601
4.60978	0.99697
4.60078	0.933838
4.59192	0.889714
4.58803	0.870707
4.57065	0.807576
4.54851	0.744444
4.53939	0.723889
4.51988	0.681313
4.48687	0.623254
4.48387	0.618182
4.43789	0.555051
4.43434	0.551019
4.38182	0.494393
4.3794	0.491919
4.32929	0.448977
4.30424	0.428788
4.27677	0.409752
4.22424	0.375653
4.20782	0.365657
4.17172	0.346104
4.11919	0.319363
4.08423	0.302525
4.06667	0.294664
4.01414	0.272416
3.96162	0.250859
3.93274	0.239394
3.90909	0.230246
3.85657	0.210453
3.80404	0.190494
3.76709	0.176263
3.75152	0.170212
3.69899	0.149585
3.64646	0.12773
3.61341	0.113131
3.59394	0.104219
3.54141	0.0786869
3.48889	0.0504748
3.48805	0.05
